epoch,train_loss,train_acc,val_loss,val_acc,auc,best_acc,best_thr,seconds
1,39.92222580240566,0.0,7.256437623223593,0.0,0.53300525,0.54175,0.9970000000000001,45.79023790359497
2,37.02069018797271,0.0,6.623130454573521,0.0,0.561021375,0.54975,0.9975,46.20423340797424
3,36.455417760338,0.0,7.203961084055346,0.0,0.564483875,0.56825,0.988,48.686397552490234
